human_base
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
SpineRoot 111.7026 5.642295 42.96883 0 270 0
Spine2 111.7026 6.57794 42.90004 0 270 270
HeadRoot 111.7026 8.420712 42.96792 0 270 -4.649257E-06
Head 111.7026 8.918205 42.9408 0 270 270.8676
LShoulder 111.7085 8.428024 42.97041 270 359.4382 0
LArmRoot 110.8502 8.428025 42.96197 270 0 0
LForearm 109.2581 8.396786 42.80585 270 3.240949 0
LHand 107.7608 8.36751 42.89067 0.08389106 0.001647421 1.550852
LHandEff 107.0111 8.347212 42.89066 0.08389106 0.001647421 1.550852
RShoulder 111.6968 8.428024 42.97041 90 180.5618 0
RArmRoot 112.5551 8.428025 42.96197 90 180 0
RForearm 114.1472 8.396804 42.80585 90 176.7607 0
RHand 115.6445 8.367528 42.89067 0.08676957 180.0017 1.553836
RHandEff 116.3942 8.347191 42.89068 0.08676957 180.0017 1.553836
Spine1 111.7026 5.642295 42.96883 0 270 274.2045
LLegRoot 111.2048 5.500723 42.98258 0 270 0
LShin 110.9231 2.864068 43.11572 353.9051 269.9334 87.99425
LRootFoot 110.6819 0.6046172 43.03586 359.5291 270.0428 1.109444
LToe 110.6796 0.2621439 43.67487 359.5291 270.0428 173.9937
RLegRoot 112.2005 5.500723 42.98258 0 270 0
RShin 112.482 2.864046 43.11572 6.10314 270.3072 88.01983
RRootFoot 112.7232 0.6045945 43.03586 0.4792432 270.1953 1.134865
RToe 112.7282 0.2624053 43.675 0.4792431 270.1953 174.0191
